patient_id,dataset,is_lesion,fg_voxels,fg_pct,bbox_size,dist_to_center
Unknown,Unknown,True,300,0.007152557373046875,0,72.03076773276058
Unknown,Unknown,True,1142,0.027227401733398438,0,15.34759009480225
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,60034,1.4313220977783203,0,33.40929863495247
Unknown,Unknown,True,31099,0.7414579391479492,0,26.558926934120027
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,1341,0.03197193145751953,0,7.721224168576664
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,11813,0.2816438674926758,0,132.60141022311575
Unknown,Unknown,True,11478,0.27365684509277344,0,47.397336646828734
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,372,0.008869171142578125,0,41.715881069585365
Unknown,Unknown,True,4553,0.1085519790649414,0,52.46865244163865
Unknown,Unknown,True,5288,0.12607574462890625,0,23.90846432416313
Unknown,Unknown,True,3313,0.07898807525634766,0,120.72293799244063
Unknown,Unknown,True,9678,0.2307415008544922,0,87.39431783887808
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,2315,0.05519390106201172,0,53.38671193654269
Unknown,Unknown,True,8226,0.1961231231689453,0,50.962683070419736
Unknown,Unknown,True,7162,0.17075538635253906,0,127.19002285170028
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,50367,1.2008428573608398,0,51.0136853155741
Unknown,Unknown,True,19840,0.4730224609375,0,82.59453596850443
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,2174,0.05183219909667969,0,86.05674594525709
Unknown,Unknown,False,0,0.0,0,
Unknown,Unknown,True,1827,0.04355907440185547,0,70.98933377008741
Unknown,Unknown,True,12420,0.2961158752441406,0,64.9699988646224
